ticker,date,foreign_buy,foreign_sell,foreign_net,trust_net,dealer_net,total_net
5536.TW,2024-11-04,298000,403000,-105000,247345,8235,150580
5536.TW,2024-11-05,429000,418000,11000,155599,16432,183031
5536.TW,2024-11-06,232000,291000,-59000,-125858,17142,-167716
5536.TW,2024-11-07,261000,364000,-103000,-179252,-32963,-315215
5536.TW,2024-11-08,267075,348000,-80925,-37088,-4560,-122573
5536.TW,2024-11-11,543000,1081028,-538028,-238489,-37588,-814105
5536.TW,2024-11-12,756000,647108,108892,-350034,-6508,-247650
5536.TW,2024-11-13,292000,488836,-196836,30596,21051,-145189
5536.TW,2024-11-14,443000,583226,-140226,396827,715,257316
5536.TW,2024-11-15,130000,429000,-299000,193962,912,-104126
5536.TW,2024-11-18,381000,533000,-152000,191031,-1925,37106
5536.TW,2024-11-19,132000,277000,-145000,-19272,-5871,-170143
5536.TW,2024-11-20,271000,434000,-163000,-32646,-33808,-229454
5536.TW,2024-11-21,1078000,633000,445000,-54000,-5756,385244
5536.TW,2024-11-22,606000,625000,-19000,161500,-17816,124684
5536.TW,2024-11-25,431524,549340,-117816,25000,833,-91983
5536.TW,2024-11-26,248000,462000,-214000,-1316,7737,-207579
5536.TW,2024-11-27,662169,463000,199169,-327316,12277,-115870
5536.TW,2024-11-28,400000,356000,44000,-65990,6656,-15334
5536.TW,2024-11-29,382210,169000,213210,-205000,-5033,3177
5536.TW,2024-12-02,364285,284000,80285,-203393,3055,-120053
5536.TW,2024-12-03,499600,167000,332600,-7898,248,324950
5536.TW,2024-12-04,375096,267000,108096,-75569,-16707,15820
5536.TW,2024-12-05,351000,233064,117936,5225,-4247,118914
5536.TW,2024-12-06,1240340,799000,441340,169523,64036,674899
5536.TW,2024-12-09,707568,427000,280568,-12756,34236,302048
5536.TW,2024-12-10,384646,326000,58646,-22260,13057,49443
5536.TW,2024-12-11,274145,168000,106145,-686,16175,121634
5536.TW,2024-12-12,620653,156461,464192,-418355,264,46101
5536.TW,2024-12-13,763000,253000,510000,-501824,-20244,-12068
5536.TW,2024-12-16,987000,444000,543000,-503803,-11384,27813
5536.TW,2024-12-17,1652410,527000,1125410,-1000608,29716,154518
5536.TW,2024-12-18,1517630,428000,1089630,-1001607,-30227,57796
5536.TW,2024-12-19,2181309,434000,1747309,-1096428,7978,658859
5536.TW,2024-12-20,1686838,477355,1209483,-1049424,11894,171953
5536.TW,2024-12-23,1308621,472000,836621,-1100000,25667,-237712
5536.TW,2024-12-24,1308000,339989,968011,-1037000,-8272,-77261
5536.TW,2024-12-25,1638000,236000,1402000,-1100000,-12449,289551
5536.TW,2024-12-26,2161000,432000,1729000,-1088053,54269,695216
5536.TW,2024-12-27,647647,459000,188647,-942734,18394,-735693
5536.TW,2024-12-30,857002,108000,749002,-789347,-35399,-75744
5536.TW,2024-12-31,535000,252000,283000,30000,36089,349089
5536.TW,2025-01-02,292005,377000,-84995,126000,4023,45028
5536.TW,2025-01-03,995002,495000,500002,274000,11110,785112
5536.TW,2025-01-06,186000,443000,-257000,57000,-17053,-217053
5536.TW,2025-01-07,540000,202000,338000,29000,37593,404593
5536.TW,2025-01-08,555000,399603,155397,0,-7591,147806
5536.TW,2025-01-09,250000,335111,-85111,-5000,-12437,-102548
5536.TW,2025-01-10,355364,332000,23364,226000,18028,267392
5536.TW,2025-01-13,535261,579000,-43739,-2000,-24640,-70379
5536.TW,2025-01-14,351000,298028,52972,75000,12860,140832
5536.TW,2025-01-15,281000,405000,-124000,0,-11526,-135526
5536.TW,2025-01-16,1065124,359011,706113,58000,56003,820116
5536.TW,2025-01-17,303160,159000,144160,76250,-133552,86858
5536.TW,2025-01-20,1008020,655082,352938,283000,-218719,417219
5536.TW,2025-01-21,556000,443000,113000,27000,-18715,121285
5536.TW,2025-01-22,691000,379593,311407,-330000,-10453,-29046
5536.TW,2025-02-03,553230,330438,222792,-43300,3725,183217
5536.TW,2025-02-04,415016,550894,-135878,-1200,-25170,-162248
5536.TW,2025-02-05,436022,273645,162377,30460,2001,194838
5536.TW,2025-02-06,524097,445000,79097,16000,-67444,27653
5536.TW,2025-02-07,155000,128000,27000,-7317,-31113,-11430
5536.TW,2025-02-10,451000,220000,231000,-130000,-56770,44230
5536.TW,2025-02-11,917001,445056,471945,0,26351,498296
5536.TW,2025-02-12,222000,124000,98000,9000,-15746,91254
5536.TW,2025-02-13,375943,572000,-196057,-175500,-7918,-379475
5536.TW,2025-02-14,320000,222359,97641,-245000,-3006,-150365
5536.TW,2025-02-17,279020,118000,161020,-161000,905,925
5536.TW,2025-02-18,158102,125015,33087,-27179,3209,9117
5536.TW,2025-02-19,436000,214000,222000,-177650,-2333,42017
5536.TW,2025-02-20,386000,203000,183000,-197000,-944,-14944
5536.TW,2025-02-21,165000,94833,70167,-2000,-3323,64844
5536.TW,2025-02-24,159000,137002,21998,-3000,-2834,16164
5536.TW,2025-02-25,221302,213000,8302,0,1861,10163
5536.TW,2025-02-26,252283,422000,-169717,-1000,548,-170169
5536.TW,2025-02-27,262611,220000,42611,-2000,10426,51037
5536.TW,2025-03-03,597920,808446,-210526,-103000,-20891,-334417
5536.TW,2025-03-04,1350000,1179796,170204,-136000,21944,56148
5536.TW,2025-03-05,216001,722011,-506010,-86000,-107,-592117
5536.TW,2025-03-06,578000,394000,184000,-340000,-10500,-166500
5536.TW,2025-03-07,297000,251000,46000,-78000,-4452,-36452
5536.TW,2025-03-10,174000,176414,-2414,-79000,-32944,-114358
5536.TW,2025-03-11,333000,451000,-118000,-20000,7264,-130736
5536.TW,2025-03-12,754000,932330,-178330,115691,4636,-58003
5536.TW,2025-03-13,255003,375000,-119997,18000,-5098,-107095
5536.TW,2025-03-14,163000,303183,-140183,329000,-4448,184369
5536.TW,2025-03-17,122001,333000,-210999,-1000,-305,-212304
5536.TW,2025-03-18,61000,81000,-20000,0,2022,-17978
5536.TW,2025-03-19,231001,388003,-157002,-28000,1016,-183986
5536.TW,2025-03-20,263800,116001,147799,28000,4419,180218
5536.TW,2025-03-21,184000,67000,117000,1000,-1265,116735
5536.TW,2025-03-24,121000,169874,-48874,0,2655,-46219
5536.TW,2025-03-25,164000,84000,80000,96000,-4607,171393
5536.TW,2025-03-26,53000,163000,-110000,110000,4180,4180
5536.TW,2025-03-27,47000,118000,-71000,0,-1027,-72027
5536.TW,2025-03-28,151000,144000,7000,0,-10212,-3212
5536.TW,2025-03-31,319000,262010,56990,1000,-6647,51343
5536.TW,2025-04-01,163000,160192,2808,1000,-2399,1409
5536.TW,2025-04-02,88000,104000,-16000,0,-4674,-20674
5536.TW,2025-04-07,30000,1,29999,0,-3000,26999
5536.TW,2025-04-08,301000,194011,106989,-20000,-5291,81698
5536.TW,2025-04-09,983000,622047,360953,-17000,-20653,323300
5536.TW,2025-04-10,40000,111000,-71000,0,5000,-66000
5536.TW,2025-04-11,652025,664000,-11975,32000,12561,32586
5536.TW,2025-04-14,288000,409321,-121321,9000,413,-111908
5536.TW,2025-04-15,394000,132000,262000,-260000,2258,4258
5536.TW,2025-04-16,450617,346000,104617,129000,5191,238808
5536.TW,2025-04-17,332200,386000,-53800,17630,934,-35236
5536.TW,2025-04-18,242000,209000,33000,54911,8530,96441
5536.TW,2025-04-21,357000,506000,-149000,140000,2271,-6729
5536.TW,2025-04-22,365000,455000,-90000,117000,1380,28380
5536.TW,2025-04-23,654613,419000,235613,58000,15387,309000
5536.TW,2025-04-24,711000,538013,172987,79000,6851,258838
5536.TW,2025-04-25,339000,302000,37000,0,-7248,29752
5536.TW,2025-04-28,732010,235000,497010,-14000,-827,482183
5536.TW,2025-04-29,580814,377000,203814,50000,6695,260509
5536.TW,2025-04-30,272200,312000,-39800,36000,-15779,-19579
5536.TW,2025-05-02,264784,221000,43784,10000,-6376,47408
5536.TW,2025-05-05,404000,293000,111000,-2000,-14387,94613
5536.TW,2025-05-06,1219000,1460000,-241000,-3000,-5649,-249649
5536.TW,2025-05-07,291097,312023,-20926,-1000,3462,-18464
5536.TW,2025-05-08,290306,285000,5306,13000,1883,20189
5536.TW,2025-05-09,478194,515000,-36806,7000,3366,-26440
5536.TW,2025-05-12,300000,424037,-124037,-61000,10476,-174561
5536.TW,2025-05-13,239000,454000,-215000,-211000,3637,-422363
5536.TW,2025-05-14,218000,360010,-142010,0,-1926,-143936
5536.TW,2025-05-15,420000,832424,-412424,-171000,-7817,-591241
5536.TW,2025-05-16,398000,286000,112000,-36000,39272,115272
5536.TW,2025-05-19,182000,368000,-186000,-155773,-32837,-374610
5536.TW,2025-05-20,266000,235247,30753,-38000,-2808,-10055
5536.TW,2025-05-21,161143,284909,-123766,-22000,134,-145632
5536.TW,2025-05-22,84000,138000,-54000,8000,449,-45551
5536.TW,2025-05-23,207727,311000,-103273,19000,18125,-66148
5536.TW,2025-05-26,134067,150000,-15933,6000,3416,-6517
5536.TW,2025-05-27,302046,326000,-23954,10000,-8416,-22370
5536.TW,2025-05-28,104256,102000,2256,26000,-3487,24769
5536.TW,2025-05-29,404855,287000,117855,31000,25491,174346
5536.TW,2025-06-02,233538,211000,22538,-2000,14485,35023
5536.TW,2025-06-03,251003,175000,76003,7000,5394,88397
5536.TW,2025-06-04,828004,430000,398004,174000,41236,613240
5536.TW,2025-06-05,166052,235000,-68948,-1000,2523,-67425
5536.TW,2025-06-06,248007,220000,28007,850,9178,38035
5536.TW,2025-06-09,115334,166000,-50666,-3000,-777,-54443
5536.TW,2025-06-10,444897,426000,18897,0,21154,40051
5536.TW,2025-06-11,258949,369000,-110051,-10000,7211,-112840
5536.TW,2025-06-12,191428,326513,-135085,49000,751,-85334
5536.TW,2025-06-13,206153,459000,-252847,-44000,-9120,-305967
5536.TW,2025-06-16,152128,598000,-445872,-119000,-67189,-632061
5536.TW,2025-06-17,462646,379956,82690,-38000,27215,71905
5536.TW,2025-06-18,138132,111000,27132,-59200,-779,-32847
5536.TW,2025-06-19,67033,126965,-59932,-25000,9517,-75415
5536.TW,2025-06-20,165000,153010,11990,0,13927,25917
5536.TW,2025-06-23,965000,338400,626600,-6000,9958,630558
5536.TW,2025-06-24,427052,406000,21052,68000,-17887,71165
5536.TW,2025-06-25,732707,342797,389910,307050,-26982,669978
5536.TW,2025-06-26,462741,482106,-19365,126000,-5429,101206
5536.TW,2025-06-27,493084,805000,-311916,-179000,-5477,-496393
5536.TW,2025-06-30,317990,263721,54269,-5000,14104,63373
5536.TW,2025-07-01,92000,322000,-230000,3000,9350,-217650
5536.TW,2025-07-02,78000,199000,-121000,-70000,29009,-161991
5536.TW,2025-07-03,274000,106000,168000,32000,111215,311215
5536.TW,2025-07-04,84300,191898,-107598,58000,8392,-41206
5536.TW,2025-07-07,313368,271261,42107,279000,30907,352014
5536.TW,2025-07-08,1041000,789000,252000,311000,31199,594199
5536.TW,2025-07-09,1459000,1579865,-120865,851000,3639,733774
5536.TW,2025-07-10,1109035,983000,126035,106000,-72829,159206
5536.TW,2025-07-11,1236715,967008,269707,242000,35011,546718
5536.TW,2025-07-14,776633,370654,405979,-2000,-2894,401085
5536.TW,2025-07-15,513041,324181,188860,-105000,-26228,57632
5536.TW,2025-07-16,572023,359400,212623,64000,-8287,268336
5536.TW,2025-07-17,383811,419000,-35189,152620,24249,141680
5536.TW,2025-07-18,448000,328000,120000,98000,-64554,153446
5536.TW,2025-07-21,306767,286044,20723,138000,17423,176146
5536.TW,2025-07-22,515500,270600,244900,-21000,-18504,205396
5536.TW,2025-07-23,376629,463000,-86371,-100000,-12729,-199100
5536.TW,2025-07-24,487000,223119,263881,-125000,13998,152879
5536.TW,2025-07-25,279000,223930,55070,7000,-5691,56379
5536.TW,2025-07-28,171000,226000,-55000,-15000,-14037,-84037
5536.TW,2025-07-29,227000,265000,-38000,6000,-20428,-52428
5536.TW,2025-07-30,247000,312358,-65358,-149000,4031,-210327
5536.TW,2025-07-31,849000,266528,582472,-200000,4069,386541
5536.TW,2025-08-01,451000,274000,177000,-22000,-3376,151624
5536.TW,2025-08-04,75020,139000,-63980,6000,-3126,-61106
5536.TW,2025-08-05,106990,171094,-64104,0,18261,-45843
5536.TW,2025-08-06,173500,212000,-38500,20000,15340,-3160
5536.TW,2025-08-07,299000,100910,198090,-1000,18516,215606
5536.TW,2025-08-08,1192889,1162588,30301,3000,7301,40602
5536.TW,2025-08-11,731000,298000,433000,5000,556,438556
5536.TW,2025-08-12,345700,279030,66670,12281,12247,91198
5536.TW,2025-08-13,764500,548000,216500,-3000,9163,222663
5536.TW,2025-08-14,333059,163000,170059,-1019,-45671,123369
5536.TW,2025-08-15,278000,102094,175906,7000,20903,203809
5536.TW,2025-08-18,277000,296000,-19000,24775,5990,11765
5536.TW,2025-08-19,1146560,1847293,-700733,466000,-7420,-242153
5536.TW,2025-08-20,1070000,853684,216316,313000,-14519,514797
5536.TW,2025-08-21,562016,1137360,-575344,266000,-6090,-315434
5536.TW,2025-08-22,615000,550175,64825,367000,17107,448932
5536.TW,2025-08-25,359202,1149804,-790602,53000,-16818,-754420
5536.TW,2025-08-26,747760,731357,16403,33000,43395,92798
5536.TW,2025-08-27,362000,602000,-240000,132000,45802,-62198
5536.TW,2025-08-28,960500,1743320,-782820,599000,-24007,-207827
5536.TW,2025-08-29,1066514,1440018,-373504,164000,67452,-142052
5536.TW,2025-09-01,1121100,1646692,-525592,718000,38540,230948
5536.TW,2025-09-02,2451300,1679000,772300,-2000,-90203,680097
5536.TW,2025-09-03,1412502,1060681,351821,-12000,-37484,302337
5536.TW,2025-09-04,844889,2389000,-1544111,1159000,34253,-350858
5536.TW,2025-09-05,1002000,1979000,-977000,1480000,10970,513970
5536.TW,2025-09-08,579450,806600,-227150,220000,-19461,-26611
5536.TW,2025-09-09,755982,598582,157400,162396,2864,322660
5536.TW,2025-09-10,505050,826015,-320965,306000,-44797,-59762
5536.TW,2025-09-11,877746,703013,174733,-2000,-16714,156019
5536.TW,2025-09-12,1132100,711866,420234,-348000,-21571,50663
5536.TW,2025-09-15,1262000,406000,856000,-765000,-17948,73052
5536.TW,2025-09-16,853000,842535,10465,-58000,6750,-40785
5536.TW,2025-09-17,1577352,634767,942585,-970000,59612,32197
5536.TW,2025-09-18,645122,1202000,-556878,133000,52503,-371375
5536.TW,2025-09-19,509266,489953,19313,-37500,-9845,-28032
5536.TW,2025-09-22,238500,233200,5300,-15000,-1754,-11454
5536.TW,2025-09-23,317524,422000,-104476,24731,-1496,-81241
5536.TW,2025-09-24,283000,581000,-298000,49000,18150,-230850
5536.TW,2025-09-25,268058,319000,-50942,3000,-27459,-75401
5536.TW,2025-09-26,558000,376000,182000,-9000,10237,183237
5536.TW,2025-09-30,285000,480861,-195861,167000,14694,-14167
5536.TW,2025-10-01,548200,1267000,-718800,283000,46174,-389626
5536.TW,2025-10-02,406000,918000,-512000,30000,-8690,-490690
5536.TW,2025-10-03,270000,621000,-351000,56000,-27633,-322633
5536.TW,2025-10-07,761020,1017846,-256826,164000,43448,-49378
5536.TW,2025-10-08,626000,1266784,-640784,159000,21633,-460151
5536.TW,2025-10-09,545000,1204000,-659000,3800,5413,-649787
5536.TW,2025-10-13,602000,752000,-150000,12000,13122,-124878
5536.TW,2025-10-14,645150,1017820,-372670,-9000,-552,-382222
5536.TW,2025-10-15,880000,477950,402050,212431,57357,671838
5536.TW,2025-10-16,990780,2221000,-1230220,267731,68077,-894412
5536.TW,2025-10-17,930000,2311000,-1381000,185550,-95909,-1291359
5536.TW,2025-10-20,414100,1006000,-591900,-5450,-18215,-615565
5536.TW,2025-10-21,550000,1028000,-478000,-44000,-28953,-550953
5536.TW,2025-10-22,501705,1059777,-558072,-825000,-47560,-1430632
5536.TW,2025-10-23,758000,725587,32413,-42000,-9207,-18794
5536.TW,2025-10-27,543100,579256,-36156,-186000,-6321,-228477
5536.TW,2025-10-28,326024,604176,-278152,54000,6790,-217362
5536.TW,2025-10-29,706000,1340400,-634400,461700,70443,-102257
5536.TW,2025-10-30,1014300,1384000,-369700,338000,-6946,-38646
5536.TW,2025-10-31,370250,731774,-361524,115000,-23270,-269794
5536.TW,2025-11-03,420000,349039,70961,-50000,-23518,-2557
5536.TW,2025-11-04,419000,565000,-146000,-71000,-3114,-220114
5536.TW,2025-11-05,396500,522974,-126474,99420,-3268,-30322
5536.TW,2025-11-06,579500,647000,-67500,-9000,9926,-66574
5536.TW,2025-11-07,405200,400789,4411,118000,-7713,114698
5536.TW,2025-11-10,718008,1145350,-427342,-740000,-23398,-1190740
5536.TW,2025-11-11,2578222,1603864,974358,-1394700,-1258,-421600
5536.TW,2025-11-12,911540,926885,-15345,-381000,7286,-389059
5536.TW,2025-11-13,778030,854586,-76556,160000,54611,138055
5536.TW,2025-11-14,531031,682510,-151479,79000,-13314,-85793
5536.TW,2025-11-17,690000,812152,-122152,130000,9196,17044
5536.TW,2025-11-18,980100,671500,308600,-380816,-51741,-123957
5536.TW,2025-11-19,983000,1076104,-93104,564010,36016,506922
5536.TW,2025-11-20,456000,763301,-307301,237500,-27510,-97311
5536.TW,2025-11-21,389000,573239,-184239,221001,-6434,30328
5536.TW,2025-11-24,441200,587016,-145816,24000,-7838,-129654
5536.TW,2025-11-25,426000,331833,94167,10000,13167,117334
5536.TW,2025-11-26,383000,479000,-96000,1000,13253,-81747
5536.TW,2025-11-27,333032,182000,151032,3000,-19968,134064
5536.TW,2025-11-28,497968,550208,-52240,-77000,75408,-53832
5536.TW,2025-12-01,199000,439000,-240000,-20000,-47183,-307183
5536.TW,2025-12-02,159009,231000,-71991,-49000,-3357,-124348
5536.TW,2025-12-03,739000,402437,336563,42000,62639,441202
5536.TW,2025-12-04,826000,1165000,-339000,20000,-126,-319126
5536.TW,2025-12-05,1291000,967835,323165,45000,19222,387387
5536.TW,2025-12-08,363000,1089251,-726251,177000,3225,-546026
5536.TW,2025-12-09,836139,868492,-32353,96000,28901,92548
5536.TW,2025-12-10,1148130,1482852,-334722,462000,54829,182107
5536.TW,2025-12-11,1279572,1316000,-36428,557800,-30034,491338
5536.TW,2025-12-12,1466000,1384510,81490,193000,15714,290204
5536.TW,2025-12-15,1138030,1209000,-70970,314000,38257,281287
5536.TW,2025-12-16,915000,916350,-1350,51000,-79945,-30295
5536.TW,2025-12-17,985040,1174000,-188960,20000,-10167,-179127
5536.TW,2025-12-18,751140,620628,130512,-68000,-37922,24590
5536.TW,2025-12-19,766000,707308,58692,-5000,-18970,34722
5536.TW,2025-12-22,604168,822105,-217937,-308000,-63256,-589193
5536.TW,2025-12-23,298000,205800,92200,-120000,-4440,-32240
5536.TW,2025-12-24,311160,439000,-127840,-55090,-1997,-184927
5536.TW,2025-12-26,783060,888220,-105160,506000,11653,412493
5536.TW,2025-12-29,408080,1530080,-1122000,561000,4591,-556409
5536.TW,2025-12-30,550020,1226030,-676010,484000,71084,-120926
5536.TW,2025-12-31,586060,1273907,-687847,392000,4362,-291485
5536.TW,2026-01-02,612200,1322000,-709800,437300,-27773,-300273
5536.TW,2026-01-05,1517000,1307436,209564,535000,135759,880323
5536.TW,2026-01-06,847165,1542000,-694835,485400,198399,-11036
5536.TW,2026-01-07,622700,1739350,-1116650,948000,-10620,-179270
5536.TW,2026-01-08,537124,914000,-376876,46000,17959,-312917
5536.TW,2026-01-09,311351,594127,-282776,-74000,-136943,-493719
5536.TW,2026-01-12,942815,889541,53274,-20000,36166,69440
5536.TW,2026-01-13,2568307,1617887,950420,-157000,48994,842414
5536.TW,2026-01-14,991064,1416947,-425883,-518000,-22826,-966709
5536.TW,2026-01-15,1205044,860000,345044,-627000,-71268,-353224
5536.TW,2026-01-16,1227053,1538560,-311507,160000,-104182,-255689
5536.TW,2026-01-19,695522,1376400,-680878,450,-55101,-735529
5536.TW,2026-01-20,924681,1184060,-259379,-320800,-47760,-627939
5536.TW,2026-01-21,1266111,602995,663116,-859150,-51830,-247864
5536.TW,2026-01-22,415274,821000,-405726,-264100,5345,-664481
5536.TW,2026-01-23,294000,393000,-99000,-36000,2053,-132947
5536.TW,2026-01-26,610350,797018,-186668,-267900,409,-454159
5536.TW,2026-01-27,531228,530400,828,-239150,21852,-216470
5536.TW,2026-01-28,945074,993999,-48925,-829300,-1386,-879611
5536.TW,2026-01-29,995050,871500,123550,-133200,53371,43721
5536.TW,2026-01-30,1160354,1719000,-558646,-23212,-56853,-638711
5536.TW,2026-02-02,1051000,408000,643000,-145150,40711,538561
5536.TW,2026-02-03,538200,580030,-41830,-400581,-41374,-483785
5536.TW,2026-02-04,314003,384120,-70117,-94131,-3432,-167680
5536.TW,2026-02-05,218050,435554,-217504,-17325,1918,-232911
5536.TW,2026-02-06,756199,548999,207200,-64100,10030,153130
5536.TW,2026-02-09,602220,500070,102150,-49164,-3031,49955
5536.TW,2026-02-10,1353006,968000,385006,-358000,-417,26589
5536.TW,2026-02-11,778020,519242,258778,-27001,-11594,220183
5536.TW,2026-02-23,756900,526028,230872,11513,51320,293705
5536.TW,2026-02-24,413020,390000,23020,36356,-15013,44363
5536.TW,2026-02-25,1107118,591154,515964,14900,36598,567462
5536.TW,2026-02-26,1518742,1533220,-14478,255018,13733,254273
5536.TW,2026-03-02,917323,627100,290223,69950,-4608,355565
5536.TW,2026-03-03,796609,673250,123359,50,-63225,60184
5536.TW,2026-03-04,506491,746400,-239909,-5000,-6431,-251340
5536.TW,2026-03-05,506300,230032,276268,-1200,26989,302057
5536.TW,2026-03-06,258000,379000,-121000,-1000,-20532,-142532
5536.TW,2026-03-09,577028,552035,24993,197950,2789,225732
5536.TW,2026-03-10,813100,694956,118144,306000,33137,457281
5536.TW,2026-03-11,594133,584204,9929,-127000,-3143,-120214
5536.TW,2026-03-12,518000,272050,245950,-1000,-17653,227297
5536.TW,2026-03-13,364100,433080,-68980,2602,4156,-62222
5536.TW,2026-03-16,832110,576140,255970,-197000,14372,73342
5536.TW,2026-03-17,326090,521100,-195010,-77000,-15938,-287948
5536.TW,2026-03-18,466060,140292,325768,-74000,558,252326
5536.TW,2026-03-19,345890,184600,161290,1444,258,162992
5536.TW,2026-03-20,1317170,462060,855110,6802,17994,879906
5536.TW,2026-03-23,1393750,1193106,200644,592601,19925,813170
5536.TW,2026-03-24,1526050,1172000,354050,109000,21629,484679
5536.TW,2026-03-25,2727020,953102,1773918,62700,51814,1888432
5536.TW,2026-03-26,1370540,1070033,300507,13400,-102038,211869
5536.TW,2026-03-27,515700,461160,54540,5850,-12803,47587
5536.TW,2026-03-30,337000,716100,-379100,349000,14554,-15546
5536.TW,2026-03-31,713100,849189,-136089,139000,-65861,-62950
5536.TW,2026-04-01,644000,530000,114000,10000,17286,141286
5536.TW,2026-04-02,846000,583965,262035,-235000,-15123,11912
5536.TW,2026-04-07,381138,538000,-156862,-89800,8100,-238562
5536.TW,2026-04-08,370515,628018,-257503,-81924,-37505,-376932
5536.TW,2026-04-09,750180,976135,-225955,-88000,29130,-284825
5536.TW,2026-04-10,533105,444060,89045,-1598,30776,118223
5536.TW,2026-04-13,1104100,1452530,-348430,18602,132518,-197310
5536.TW,2026-04-14,1554654,652140,902514,19713,51215,973442
5536.TW,2026-04-15,3834361,1123074,2711287,-328000,45181,2428468
5536.TW,2026-04-16,1366686,1635400,-268714,-429400,-76348,-774462
5536.TW,2026-04-17,2475396,641050,1834346,-169350,85444,1750440
5536.TW,2026-04-20,1811232,768897,1042335,-35000,42127,1049462
5536.TW,2026-04-21,1755166,572379,1182787,-78900,-14897,1088990
5536.TW,2026-04-22,1412353,561134,851219,-78450,-113055,659714
5536.TW,2026-04-23,3079693,1059782,2019911,-163950,-49261,1806700
5536.TW,2026-04-24,2141090,1558129,582961,-98844,-143208,340909
5536.TW,2026-04-27,1286550,875440,411110,-7000,-18364,385746
5536.TW,2026-04-28,635050,576424,58626,-52791,59990,65825
5536.TW,2026-04-29,439000,363775,75225,-47570,13013,40668
5536.TW,2026-04-30,505150,604823,-99673,-216090,-90919,-406682
6139.TW,2022-01-03,470000,182000,288000,0,0,288000
6139.TW,2022-01-04,238000,91000,147000,0,0,147000
6139.TW,2022-01-05,194000,44000,150000,0,-3000,147000
6139.TW,2022-01-06,152000,47000,105000,0,-13000,92000
6139.TW,2022-01-07,63000,120000,-57000,0,1000,-56000
6139.TW,2022-01-10,337000,65000,272000,0,0,272000
6139.TW,2022-01-11,130000,426000,-296000,0,2000,-294000
6139.TW,2022-01-12,91000,95000,-4000,0,1000,-3000
6139.TW,2022-01-13,62000,71000,-9000,0,1000,-8000
6139.TW,2022-01-14,77000,201000,-124000,0,-7000,-131000
6139.TW,2022-01-17,52000,76000,-24000,0,-2000,-26000
6139.TW,2022-01-18,116000,125000,-9000,85000,0,76000
6139.TW,2022-01-19,45000,280000,-235000,88000,-11000,-158000
6139.TW,2022-01-20,374000,236000,138000,87000,-3000,222000
6139.TW,2022-01-21,222000,474000,-252000,1000,-3000,-254000
6139.TW,2022-01-24,204000,402000,-198000,0,0,-198000
6139.TW,2022-01-25,42000,361000,-319000,4000,-12000,-327000
6139.TW,2022-01-26,41000,272000,-231000,9000,0,-222000
6139.TW,2022-02-07,252000,32000,220000,0,-2000,218000
6139.TW,2022-02-08,551000,260000,291000,0,0,291000
6139.TW,2022-02-09,444000,114000,330000,0,13000,343000
6139.TW,2022-02-10,419000,156000,263000,0,-2000,261000
6139.TW,2022-02-11,45000,97000,-52000,0,0,-52000
6139.TW,2022-02-14,71000,105000,-34000,0,-2000,-36000
6139.TW,2022-02-15,125000,72000,53000,0,4000,57000
6139.TW,2022-02-16,248000,50000,198000,0,2000,200000
6139.TW,2022-02-17,289000,150000,139000,-56000,0,83000
6139.TW,2022-02-18,261000,88000,173000,0,-1000,172000
6139.TW,2022-02-21,19000,81000,-62000,0,0,-62000
6139.TW,2022-02-22,128000,321000,-193000,14000,-5000,-184000
6139.TW,2022-02-23,255000,74000,181000,0,3000,184000
6139.TW,2022-02-24,59000,210000,-151000,0,-9000,-160000
6139.TW,2022-02-25,632000,87000,545000,0,-2000,543000
6139.TW,2022-03-01,95000,41000,54000,0,4000,58000
6139.TW,2022-03-02,226000,64000,162000,0,11000,173000
6139.TW,2022-03-03,356000,96000,260000,4000,0,264000
6139.TW,2022-03-04,75000,150000,-75000,0,13000,-62000
6139.TW,2022-03-07,98000,308000,-210000,0,-11000,-221000
6139.TW,2022-03-08,42000,286000,-244000,0,-18000,-262000
6139.TW,2022-03-09,56000,70000,-14000,0,-6000,-20000
6139.TW,2022-03-10,179000,23000,156000,0,3000,159000
6139.TW,2022-03-11,89000,40000,49000,0,0,49000
6139.TW,2022-03-14,29000,39000,-10000,0,0,-10000
6139.TW,2022-03-15,57000,115000,-58000,0,0,-58000
6139.TW,2022-03-16,42000,261000,-219000,0,0,-219000
6139.TW,2022-03-17,131000,55000,76000,0,0,76000
6139.TW,2022-03-18,299000,271000,28000,0,0,28000
6139.TW,2022-03-21,145000,7000,138000,0,0,138000
6139.TW,2022-03-22,173000,51000,122000,0,1000,123000
6139.TW,2022-03-23,88000,77000,11000,0,10000,21000
6139.TW,2022-03-24,612000,43000,569000,0,0,569000
6139.TW,2022-03-25,103000,161000,-58000,0,0,-58000
6139.TW,2022-03-28,466000,72000,394000,0,0,394000
6139.TW,2022-03-29,65000,160000,-95000,0,20000,-75000
6139.TW,2022-03-30,160000,45000,115000,0,21000,136000
6139.TW,2022-03-31,920000,107000,813000,0,0,813000
6139.TW,2022-04-01,101000,67000,34000,0,0,34000
6139.TW,2022-04-06,142000,35000,107000,0,0,107000
6139.TW,2022-04-07,189000,86000,103000,84000,-324,186676
6139.TW,2022-04-08,404100,49000,355100,81000,100,436200
6139.TW,2022-04-11,341000,438000,-97000,0,0,-97000
6139.TW,2022-04-12,173000,63100,109900,0,-1,109899
6139.TW,2022-04-13,650000,205000,445000,1000,13001,459001
6139.TW,2022-04-14,491200,397000,94200,0,3,94203
